Codebase,Checker,Path,Line,Message,tool
git,MSC12-C,graph.c,1194,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,graph.c,1240,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,graph.c,1241,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,grep.c,696,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,grep.c,947,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,grep.c,1886,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,102,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,173,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,179,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,183,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,223,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,228,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,229,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,243,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,248,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,249,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,405,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,532,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,533,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,536,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,537,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,538,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,541,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,542,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,543,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,546,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,614,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,kwset.c,773,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,63,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,72,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,103,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,131,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,153,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,403,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,552,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,553,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,629,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,644,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,788,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,842,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,1035,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,1037,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,1048,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-log.c,1127,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,line-range.c,185,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,list-objects-filter-options.c,180,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,list-objects-filter-options.c,219,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,list-objects-filter.c,106,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,list-objects-filter.c,311,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,list-objects-filter.c,452,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,list-objects-filter.c,474,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,list-objects-filter.c,781,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,list-objects.c,362,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ll-merge.c,63,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ll-merge.c,109,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ll-merge.c,152,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ll-merge.c,200,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,lockfile.c,184,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,mailinfo.c,258,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,mailinfo.c,785,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,mailinfo.c,957,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,mailinfo.c,1162,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,724,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,768,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,917,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,954,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,999,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1000,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1001,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1056,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1064,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1144,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1273,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1274,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1275,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1276,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1277,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1374,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1390,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1468,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1469,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1564,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1616,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1618,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1641,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,1994,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2056,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2063,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2430,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2573,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2621,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2622,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2634,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2672,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2673,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2674,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2675,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2800,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2801,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2802,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2809,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2894,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2895,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2897,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2944,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2963,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2964,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,2965,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,3180,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,3620,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,3661,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,3791,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,3852,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,3853,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,3855,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,3875,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,3899,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,3988,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4075,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4121,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4196,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4443,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4648,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4673,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4722,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4772,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4774,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4776,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4778,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4779,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4780,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4782,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4783,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4794,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4796,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4797,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4798,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4800,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4804,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4813,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4915,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,4925,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,5097,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort.c,5123,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-ort-wrappers.c,13,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,180,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,1070,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,1173,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,1433,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,2345,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3111,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3256,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3257,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3696,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3698,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3700,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3702,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3704,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3705,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3706,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3708,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3709,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3712,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3713,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3714,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3716,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3719,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3720,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3754,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,merge-recursive.c,3772,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,midx.c,67,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,midx.c,93,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,midx.c,100,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,midx.c,126,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,midx.c,1280,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,midx.c,1385,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,midx.c,1417,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,midx.c,1476,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,midx.c,1547,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,midx.c,1718,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,midx.c,2060,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,midx.c,2080,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,name-hash.c,278,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,name-hash.c,358,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,49,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,50,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,61,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,158,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,160,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,163,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,224,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,246,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,255,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,256,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,395,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,404,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,416,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,417,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,550,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,551,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-merge.c,600,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-utils.c,16,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes-utils.c,105,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,170,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,171,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,206,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,227,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,257,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,309,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,379,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,545,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,596,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,657,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,658,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,718,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,770,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,942,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,1005,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,1091,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,1125,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,1141,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,1158,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,1168,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,1181,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,1208,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,notes.c,1313,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,462,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,476,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,478,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,522,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,546,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,597,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,1235,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,2394,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,2395,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,2769,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,2773,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,2780,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,2803,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,2809,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,2814,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-file.c,2825,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-name.c,386,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-name.c,569,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object-name.c,811,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object.c,292,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,object.c,304,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,oidtree.c,99,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,148,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,237,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,349,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,375,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,429,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,489,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,528,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,544,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,556,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,726,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,737,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,762,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,780,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,1736,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,1823,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-bitmap.c,1866,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-revindex.c,377,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pack-write.c,74,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,packfile.c,944,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,packfile.c,944,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,packfile.c,1076,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,packfile.c,1127,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,packfile.c,1546,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,packfile.c,1705,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,packfile.c,1716,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,packfile.c,1730,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,packfile.c,1803,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,packfile.c,1824,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,parallel-checkout.c,272,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,parallel-checkout.c,367,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,parallel-checkout.c,384,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,parallel-checkout.c,390,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,parse-options.c,93,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,parse-options.c,395,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,parse-options.c,443,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,parse-options.c,451,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,parse-options.c,818,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,parse-options.c,985,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,patch-delta.c,78,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,path.c,1527,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,path.c,1528,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,path.c,1549,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,pkt-line.c,232,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,prompt.c,32,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,range-diff.c,70,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,range-diff.c,98,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,range-diff.c,109,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,range-diff.c,132,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,range-diff.c,302,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,read-cache.c,908,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,read-cache.c,937,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,read-cache.c,3156,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,read-cache.c,3324,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,read-cache.c,3755,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,read-cache.c,3763,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ref-filter.c,2046,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,refs.c,345,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,refs.c,917,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,refs.c,1124,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,refs.c,1197,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,refs.c,1341,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,refs.c,1780,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,refs.c,2165,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,refs.c,2351,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,561,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,949,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,1022,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,1459,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,1484,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,1488,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,1511,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,1522,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,1531,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,1852,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,1895,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,1935,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,2180,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,2652,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,2680,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,2851,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,3011,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,3153,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,3189,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,files-backend.c,3195,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,packed-backend.c,1533,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,ref-cache.c,22,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,remote.c,1240,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,remote.c,1334,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,remote.c,2101,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,rerere.c,232,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,rerere.c,237,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,rerere.c,469,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,rerere.c,1042,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,rerere.c,1053,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,resolve-undo.c,102,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,revision.c,2633,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,run-command.c,1230,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,run-command.c,1421,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,send-pack.c,180,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,send-pack.c,229,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,send-pack.c,607,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,send-pack.c,729,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,sequencer.c,494,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,sequencer.c,499,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,sequencer.c,543,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,sequencer.c,589,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,sequencer.c,743,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,sequencer.c,1578,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,sequencer.c,2346,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,sequencer.c,2702,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,sequencer.c,3127,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,sequencer.c,3154,Detect and remove code that has no effect,rosecheckers
git,MSC12-C,sequencer.c,3242,Detect and remove code that has no effect,rosecheckers
